"Previous 
Local Code","UCOP Major
Code (CSS)",ISIS Major Code,Major Abbreviation,Major Description ,Diploma Title,Start Term,End Term,"Student 
Level",Department,Award Type,Program Length (in years),College,CIP Code,CIP Description,STEM,"Self 
Supporting","Discontinued or
Phasing Out",Notes,,,,,,,,
,19S,CM78,Comm-SciSt,Communication(Science Studies),Communication (Science Studies),FA00,,GR,COMM,PHD,7,GR,090100,"COMMUNICATION, GENERAL",,,,,,,,,,,,
,07J,CM79,Comm&EthSt,Communication & Ethnic Studies,Communication and Ethnic Studies,FA13,,GR,COMM,PHD,7,GR,090100,"COMMUNICATION, GENERAL",,,,,,,,,,,,
,0BR,CM80,Comm-CGrdS ,Comm w/Spec in Crit Gndr Sts ,Communication with a Specialization in Critical Gender Studies,FA16,,GR,COMM,PHD,7,GR,090199,"COMMUNICATION AND MEDIA STUDIES, OTHER",,,,,,,,,,,,
,0HH,CM81,CommSSCgSc,Communication (Sci Stu) CogSci,Communication (Science Studies) and Cognitive Science,WI21,,GR,COMM,PHD,7,GR,090100,"COMMUNICATION, GENERAL",,,,This major is specially approved for a student and should not be open for other students. ,,,,,,,,
,0IG,CM82,CommSpcCSS,Communication w/SpecCompSocSci,Communication with a Specialization in Computational Social Science,S122,,GR,COMM,PHD,7,GR,090100,"COMMUNICATION, GENERAL",,,,,,,,,,,,
,0K5,CM83,CommSSCGS,Comm (Sci Stu) Crit Gndr Sts,Communication (Science Studies) with a Specialization in Critical Gender Studies,FA24,FA24,GR,COMM,PHD,7,GR,090199,"COMMUNICATION AND MEDIA STUDIES, OTHER",,,YES,This major is specially approved for a student and should not be open for other students. ,,,,,,,,
,0LU,CM84,CommSpCSSc,Communication w/Spec CogSocSci,Communication with a Specialization in Cognitive Social Science,FA25,,GR,COMM,PHD,7,GR,090199,"COMMUNICATION AND MEDIA STUDIES, OTHER",,,,,,,,,,,,
163,163,CN25,Chinese St,Chinese Studies,Chinese Studies,FA72,,UN,CHIN,BA,4,RE MU TH WA FI SI SN EI,050123,CHINESE STUDIES,,,,,,,,,,,,
,163,CN50,Hn-Chin St,Chinese Studies,Chinese Studies,WI91,,UN,CHIN,BA,4,RE MU TH WA FI SI,050123,CHINESE STUDIES,,,YES,,,,,,,,,
,,CO25,Con Enroll,Concurrent Enrollment- GPS,,FA18,,UN,SPEC,NONE,4,SP,240199,"LIBERAL ARTS AND SCIENCES, GENERAL STUD AND HUMAN, OTH",,,,Special Program Major for SAPD,,,,,,,,
,,CO26,Con Enroll,Concurrent Enrollment- RADY,,WI19,,UN,SPEC,NONE,4,SP,240199,"LIBERAL ARTS AND SCIENCES, GENERAL STUD AND HUMAN, OTH",,,,Special Program Major for SAPD,,,,,,,,
,,CO27,Con Enroll,Concurrent Enrollment- SE,,FA20,,UN,SPEC,NONE,4,SP,240199,"LIBERAL ARTS AND SCIENCES, GENERAL STUD AND HUMAN, OTH",,,,Special Program Major for SAPD,,,,,,,,
196,196,CP75,CSLSC,"Compar Studies Lang, Soc, Cult","Comparative Studies in Language, Society, and Culture",FA73,,GR,CSLS,PHD,7,GR,309999,"MULTI-/INTERDISCIPLINARY STUDIES, OTHER",,,,,,,,,,,,
,418,CR25,CritGendSt,Critical Gender Studies,Critical Gender Studies,SP99,,UN,CGS,BA,4,RE MU TH WA FI SI SN EI,050299,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STDS, OTH",,,,,,,,,,,,
,418,CR50,Hn-CrtGend,Critical Gender Studies,Critical Gender Studies,SP99,,UN,CGS,BA,4,RE MU TH WA FI SI,050299,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STDS, OTH",,,YES,,,,,,,,,
731,731,CS00,Pre-CSE,Pre-CSE,,FA87,WI09,UN,CSE,NONE,4,RE MU TH WA FI,110701,COMPUTER SCIENCE,YES,,YES,,,,,,,,,
,731,CS01,Pr-CmEnCSE,Pre-Computer Engineering,,WI91,WI09,UN,CSE,NONE,4,RE MU TH WA FI SI,140901,"COMPUTER ENGINEERING, GENERAL",YES,,YES,,,,,,,,,
,721,CS02,Pr-Comp Sc,Pre-Computer Science,,WI91,FA10,UN,CSE,NONE,4,RE MU TH WA FI SI,110701,COMPUTER SCIENCE,YES,,YES,,,,,,,,,
,20G,CS03,Pr-CS Binf,Pre-Comp Sci w/Spec Bioinform,,FA01,WI09,UN,CSE,NONE,4,RE MU TH WA FI SI,261103,BIOINFORMATICS,YES,,YES,,,,,,,,,
301,302,CS25,CompEngCSE,Computer Engineering,Computer Engineering,FA87,,UN,CSE,BS,5,RE MU TH WA FI SI SN EI,140901,"COMPUTER ENGINEERING, GENERAL",YES,,,,,,,,,,,
203,201,CS26,Comp Sci,Computer Science,Computer Science,FA87,,UN,CSE,BA BS,5,RE MU TH WA FI SI SN EI,110701,COMPUTER SCIENCE,YES,,,,,,,,,,,
,20F,CS27,CompScBinf,Comp Sci w/Spec Bioinformatics,Computer Science with Specialization in Bioinformatics,FA01,,UN,CSE,BS,5,RE MU TH WA FI SI SN EI,261103,BIOINFORMATICS,YES,,,,,,,,,,,
202,201,CS28,Comp Sci,Computer Science,Computer Science,FA08,FA20,UN,CSE,BA,5,RE MU TH WA FI SI SN,110701,COMPUTER SCIENCE,YES,,YES,,,,,,,,,
,0KL,CS29,ArtifIntel,Artificial Intelligence,Artificial Intelligence,S125,,UN,CSE,BS,5,RE MU TH WA FI SI SN EI,110102,Artificial Intelligence and Robotics,YES,,,Effective date is FA25. S125 used for administrative purposes.,,,,,,,,
301,302,CS50,Hn-CEngCSE,Computer Engineering,,WI10,,UN,CSE,BS,5,RE MU TH WA FI SI,140901,"COMPUTER ENGINEERING, GENERAL",YES,,YES,,,,,,,,,
203,201,CS51,Hn-Comp Sci,Computer Science,,WI10,,UN,CSE,BS,5,RE MU TH WA FI SI,110701,COMPUTER SCIENCE,YES,,YES,,,,,,,,,
,20F,CS52,Hn-CS Binf,Comp Sci w/Spec Bioinformatics,,WI10,,UN,CSE,BS,5,RE MU TH WA FI SI,261103,BIOINFORMATICS,YES,,YES,,,,,,,,,
202,201,CS53,Hn-Comp Sci,Computer Science,,WI10,,UN,CSE,BA,5,RE MU TH WA FI SI,110701,COMPUTER SCIENCE,YES,,YES,,,,,,,,,
201,201,CS75,Comp Sci,Computer Science,Computer Science,FA87,,GR,CSE,MS CPH PHD,"2,2,7",GR,110701,COMPUTER SCIENCE,YES,,,,,,,,,,,
,0EF,CS76,CSECompEng,Computer Science (Comput Engin),Computer Science (Computer Engineering),FA91,,GR,CSE,MS CPH PHD,"2,2,7",GR,110701,COMPUTER SCIENCE,YES,,,,,,,,,,,
,758,CS77,CSE AdvMan,CSE (Advanced Manufacturing),Computer Science and Engineering (Advanced Manufacturing),WI95,,GR,CSE,MS,2,GR,143601,MANUFACTURING ENGINEERING ,YES,,,,,,,,,,,
,19F,CS78,CSE Bioinf,Comp Sci w/Spec Bioinformatics,Computer Science with Specialization in Bioinformatics,FA00,,GR,CSE,PHD,7,GR,261103,BIOINFORMATICS,YES,,,,,,,,,,,
209,209,CS79,CogSciComp,Cognitive Sci & Computer Sci,Cognitive Science and Computer Science,FA00,FA09,GR,CSE,PHD,7,GR,110701,COMPUTER SCIENCE,YES,,YES,,,,,,,,,
209,209,CS80,CmpScCogSc,Computer Sci & Cognitive Sci,Computer Science and Cognitive Science,SP03,,GR,CSE,PHD,7,GR,110701,COMPUTER SCIENCE,YES,,,,,,,,,,,
,00C,CS81,CSECmptnSC,CSE w/Spec Computational Sci,Computer Science and Engineering with a Specialization in Computational Science,FA06,,GR,CSE,PHD,7,GR,110701,COMPUTER SCIENCE,YES,,,,,,,,,,,
,05E,CS82,CSE AESE,Archtctr-BsdEntrprSystmsEngrng,Architecture-Based Enterprise Systems Engineering,FA10,FA20,GR,CSE,MAS,2,GR,149999,"ENGINEERING, OTHER",YES,YES,YES,Administratively Ends as of FA20,,,,,,,,
,05V,CS83,WirEmbdSys,Wireless Embedded Systems,Wireless Embedded Systems,FA11,,GR,CSE,MAS,2,GR,140902,COMPUTER HARDWARE ENGINEERING,YES,YES,,,,,,,,,,
,05V,CS84,WirEmbdSys,Wireless Embedded Systems,Wireless Embedded Systems,FA12,,GR,CSE,MAS,2,GR,140902,COMPUTER HARDWARE ENGINEERING,YES,YES,,,,,,,,,,
,08Z,CS85,DatSci&Eng,Data Science and Engineering,Data Science and Engineering,FA14,,GR,CSE,MAS,2,GR,110199,"COMPUTER AND INFORMATION SCIENCES, OTHER",YES,YES,,,,,,,,,,
,05V,CS86,WirEmbdSys,Wireless Embedded Systems,Wireless Embedded Systems,FA14,,GR,CSE,MAS,2,GR,140902,COMPUTER HARDWARE ENGINEERING,YES,YES,,,,,,,,,,
,08Z,CS87,DatSci&Eng,Data Science and Engineering,Data Science and Engineering,FA17,,GR,CSE,MAS,2,GR,110199,"COMPUTER AND INFORMATION SCIENCES, OTHER",YES,YES,,,,,,,,,,
,0GS,CS88,CSCESpHmCD,CompSci(CompEng)w/Spec Hmn-CnD,Computer Science (Computer Engineering) with a Specialization in Human-Centered Design,WI21,,GR,CSE,PHD,7,GR,110701,COMPUTER SCIENCE,YES,,,,,,,,,,,
,0GQ,CS89,CSw/SpHmCD,Comp Sci w/Spec in Hmn-CntrDes,Computer Science with a Specialization in Human-Centered Design,WI21,,GR,CSE,MS PHD,"2,7",GR,110701,COMPUTER SCIENCE,YES,,,,,,,,,,,
,0LR,CS90,CSw/SpCgSc,Comp Sci w/Spec Cognitive Sci,Computer Science and Engineering with a Specialization in Cognitive Science,FA25,,GR,CSE,PHD,7,GR,110701,COMPUTER SCIENCE,YES,,,,,,,,,,,
,0HI,CT75,CmpSocSci,Computational Social Science,Computational Social Science,S121,,GR,COMP,MS,2,GR,303001,COMPUTATIONAL SCIENCE,YES,YES,,,,,,,,,,
,04M,CU75,CmptatlSci,Computational Science,Computational Science,FA09,,GR,CSME,MS,2,GR,303001,COMPUTATIONAL SCIENCE,YES,,,,,,,,,,,
,"2G5	",CX25,ChicLatxSt,Chicanx and Latinx Studies,Chicanx and Latinx Studies,S125,,UN,CLX,BA,4,RE MU TH WA FI SI SN EI,050203,"Hispanic-American, Puerto Rica",,,,Effective date is FA25. S125 used for administrative purposes.,,,,,,,,
170,170,CY75,Cln Psy-JD,Clin Psychology (Jnt Doc SDSU),Clinical Psychology,FA85,,GR,CLIN,PHD,7,GR,422799,"RESEARCHAND EXP PSYCH, OTHER",YES,,,Effective SP22 CIP code change from 422801 to 422799,,,,,,,,
---,17B,CY76,CogScClPsy,Cognitive Sci & Clinical Psych,Cognitive Science and Clinical Psychology,SP01,,GR,CLIN,PHD,7,GR,422801,CLINICAL PSYCHOLOGY,,,,,,,,,,,,
0AM,0AM,DS25,Data Sci,Data Science,Data Science,FA16,,UN,DSC,BS,4,RE MU TH WA FI SI SN EI,110103,INFORMATION TECHNOLOGY,YES,,,,,,,,,,,
,0AM,DS75,Data Sci,Data Science,Data Science,FA21,,GR,DSC,MS,2,GR,307001,"DATA SCIENCE, GENERAL",,,,,,,,,,,,
,0AM,DS76,Data Sci,Data Science,Data Science,FA21,,GR,DSC,MS PHD,"2,7",GR,307001,"DATA SCIENCE, GENERAL",,,,Doctoral students are eligible to be awarded MS if they fulfill the degree requirements for the MS on their way to the PhD. ,,,,,,,,
,0GK,DS77,MstDataSci,Master of Data Science(online),Master of Data Science Online,FA21,,GR,DSC,MDSO,2,GR,307001,"DATA SCIENCE, GENERAL",YES,YES,YES,,,,,,,,,
,0GK,DS78,MstDataSci,Master of Data Science,Master of Data Science,WI24,,GR,DSC,MDS ,2,GR,307001,"DATA SCIENCE, GENERAL",YES,YES,,,,,,,,,,
,0GK,DS79,MstDataSci,Master of Data Science,Master of Data Science,FA24,,GR,DSC,MDS ,2,GR,307001,"DATA SCIENCE, GENERAL",YES,YES,,,,,,,,,,
,0LW,DS80,DSSpcCgSci,Data Science w/Spec CogSci,Data Science with a Specialization in Cognitive Science,FA25,,GR,DSC,PHD,7,GR,307099,"Data Science, Other",YES,,,,,,,,,,,
240,240,EA25,Earth Scis,Earth Sciences,Earth Sciences,FS64,FA90,UN,UNAF,BA,4,RE,400601,"GEOLOGY/EARTH SCIENCE, GENERAL",YES,,YES,,,,,,,,,
,240,EA25,Earth Scis,Earth Sciences,,SP92,FA10,UN,ERTH,BS,4,RE MU TH WA FI SI,400601,"GEOLOGY/EARTH SCIENCE, GENERAL",YES,,YES,,,,,,,,,
,24A,EA26,ErthSc-Chm,Earth Sciences,Earth Science,WI01,FA10,UN,ERTH,BS,4,RE MU TH WA FI SI,400602,GEOCHEMISTRY,YES,,YES,,,,,,,,,
,24B,EA27,ErthSc-Phy,Earth Sciences,Earth Sciences,WI01,FA10,UN,ERTH,BS,4,RE MU TH WA FI SI,400603,GEOPHYSICS AND SEISMOLOGY,YES,,YES,,,,,,,,,
,240,EA28,ErSc-Geol,Earth Sciences,Earth Science-Geology,WI06,FA10,UN,ERTH,BS,4,RE MU TH WA FI SI,400601,"GEOLOGY/EARTH SCIENCE, GENERAL",YES,,YES,,,,,,,,,
,24A,EA29,ErSc-GeoCh,Earth Sciences,Earth Science-Geochemistry,WI06,FA10,UN,ERTH,BS,4,RE MU TH WA FI SI,400602,GEOCHEMISTRY,YES,,YES,,,,,,,,,
,24B,EA30,ErSc-GeoPh,Earth Sciences,Earth Science-Geophysics,WI06,FA10,UN,ERTH,BS,4,RE MU TH WA FI SI,400603,GEOPHYSICS AND SEISMOLOGY,YES,,YES,,,,,,,,,
,240,EA50,Hn-ErthSci,Earth Sciences,Earth Sciences,FA96,FA10,UN,ERTH,BS,4,RE MU TH WA FI SI,400601,"GEOLOGY/EARTH SCIENCE, GENERAL",YES,,YES,,,,,,,,,
,24A,EA51,Hn-ES-Chem,Earth Sciences,Earth Sciences,WI01,FA10,UN,ERTH,BS,4,RE MU TH WA FI SI,400602,GEOCHEMISTRY,YES,,YES,,,,,,,,,
,24B,EA52,Hn-ES-Phys,Earth Sciences,Earth Sciences,WI01,FA10,UN,ERTH,BS,4,RE MU TH WA FI SI,400603,GEOPHYSICS AND SEISMOLOGY,YES,,YES,,,,,,,,,
,240,EA53,Hn-ES-Geol,Earth Sciences,Earth Science-Geology,WI06,FA10,UN,ERTH,BS,4,RE MU TH WA FI SI,400601,"GEOLOGY/EARTH SCIENCE, GENERAL",YES,,YES,,,,,,,,,
,24A,EA54,Hn-ES-GChm,Earth Sciences,Earth Science-Geochemistry,WI06,FA10,UN,ERTH,BS,4,RE MU TH WA FI SI,400602,GEOCHEMISTRY,YES,,YES,,,,,,,,,
,24B,EA55,Hn-ES-GPhy,Earth Sciences,Earth Science-Geophysics,WI06,FA10,UN,ERTH,BS,4,RE MU TH WA FI SI,400603,GEOPHYSICS AND SEISMOLOGY,YES,,YES,,,,,,,,,
726,726,EC00,Pre-ECE,Pre-ECE,,FA87,FA09,UN,ECE,NONE,4,RE MU TH WA FI,149999,"ENGINEERING, OTHER",YES,,YES,,,,,,,,,
,726,EC01,Pr-ApldPhy,Pre-Applied Physics,,WI91,FA95,UN,ECE,NONE,4,RE MU TH WA FI,149999,"ENGINEERING, OTHER",YES,,YES,,,,,,,,,
,726,EC02,Pr-CmEnECE,Pre-Computer Engineering,,WI91,FA09,UN,ECE,NONE,4,RE MU TH WA FI SI,140901,"COMPUTER ENGINEERING, GENERAL",YES,,YES,,,,,,,,,
,726,EC03,Pr-ElecEng,Pre-Electrical Engineering,,WI91,SP08,UN,ECE,NONE,4,RE MU TH WA FI SI,141001,ELECTRICAL/ELECTRONICS AND COMMUNICATION ENGINEERING ,YES,,YES,,,,,,,,,
,726,EC04,Pr-EngPhys,Pre-Engineering Physics,,WI91,,UN,ECE,NONE,4,RE MU TH WA FI SI,141201,ENGINEERING PHYSICS/APPLIED PHYSICS ,YES,,YES,,,,,,,,,
,726,EC05,Pr-InfoSci,Pre-Information Science,,WI91,FA95,UN,ECE,NONE,4,RE MU TH WA FI,110401,INFORMATION SCIENCE/STUDIES,YES,,YES,,,,,,,,,
075,075,EC25,Appld Phys,Applied Physics,Applied Physics,FA87,FA09,UN,ECE,BA,5,RE MU TH WA FI,141201,ENGINEERING PHYSICS/APPLIED PHYSICS ,YES,,YES,,,,,,,,,
302,302,EC26,CompEngECE,Computer Engineering,Computer Engineering,FA87,,UN,ECE,BS,5,RE MU TH WA FI SI SN EI,140901,"COMPUTER ENGINEERING, GENERAL",YES,,,,,,,,,,,
304,304,EC27,Electr Eng,Electrical Engineering,Electrical Engineering,FA87,,UN,ECE,BS,5,RE MU TH WA FI SI SN EI,141001,ELECTRICAL/ELECTRONICS AND COMMUNICATION ENGINEERING ,YES,,,,,,,,,,,
315,315,EC28,Engin Phys,Engineering Physics,Engineering Physics,FA87,,UN,ECE,BS,5,RE MU TH WA FI SI SN EI,141201,ENGINEERING PHYSICS/APPLIED PHYSICS ,YES,,,,,,,,,,,
461,461,EC29,Inform Sci,Information Science,Information Science,FA87,FA09,UN,ECE,BA,5,RE MU TH WA FI,110401,INFORMATION SCIENCE/STUDIES,YES,,YES,,,,,,,,,
,304,EC30,ComSystems,Elec Eng (Communic Systems),,FA92,FA95,UN,ECE,BS,5,RE MU TH WA FI,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
,304,EC31,ElCirc&Dev,Elec Eng (Electr Circuits&Dev),,FA92,FA95,UN,ECE,BS,5,RE MU TH WA FI,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
,304,EC32,ElCirc&Sys,Elec Eng (Electr Circuits&Sys),,FA92,FA95,UN,ECE,BS,5,RE MU TH WA FI,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
,304,EC33,ElDev&Mats,Elec Eng (Electr Devices&Mats),,FA92,FA95,UN,ECE,BS,5,RE MU TH WA FI,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
,304,EC34,Photonics,Electr Engin (Photonics),,FA92,FA95,UN,ECE,BS,5,RE MU TH WA FI,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
,304,EC35,Robotcs&Cn,Electr Engin (Robotics&Control),,FA92,FA95,UN,ECE,BS,5,RE MU TH WA FI,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
,304,EC36,Systems&Cn,Electr Engin (Systems&Control),,FA92,FA95,UN,ECE,BS,5,RE MU TH WA FI,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
,02F,EC37,EleEng&Soc,Electrical Engin & Society,Electrical Engineering & Society,FA08,,UN,ECE,BA,5,RE MU TH WA FI SI SN EI,141001,ELECTRICAL AND ELECTRONICS ENGINEERING,YES,,,,,,,,,,,
,302,EC50,Hn-CEngECE,Computer Engineering,Computer Engineering,WI96,,UN,ECE,BS,5,RE MU TH WA FI SI,140901,"COMPUTER ENGINEERING, GENERAL",YES,,YES,,,,,,,,,
,304,EC51,Hn-ElecEng,Electrical Engineering,Electrical Engineering,WI96,,UN,ECE,BS,5,RE MU TH WA FI SI,141001,ELECTRICAL/ELECTRONICS AND COMMUNICATION ENGINEERING ,YES,,YES,,,,,,,,,
,315,EC52,Hn-EngPhys,Engineering Physics,Engineering Physics,WI96,,UN,ECE,BS,5,RE MU TH WA FI SI,141201,ENGINEERING PHYSICS/APPLIED PHYSICS ,YES,,YES,,,,,,,,,
077,077,EC75,ApldOcnSci,Electr Eng (Applied Ocean Sci),Electrical Engineering (Applied Ocean Science),FA87,,GR,ECE,MS CPH PHD,"2,2,7",GR,149999,"ENGINEERING, OTHER",YES,,,,,,,,,,,
078,075,EC76,Appld Phys,Electr Engin (Applied Physics),Electrical Engineering (Applied Physics),FA87,,GR,ECE,MS CPH PHD,"2,2,7",GR,141201,ENGINEERING PHYSICS/APPLIED PHYSICS ,YES,,,,,,,,,,,
180,180,EC77,Com Th/Sys,Elec Eng (Communic Thry & Sys),Electrical Engineering (Communication Theory and Systems),FA87,,GR,ECE,MS CPH PHD,"2,2,7",GR,141001,ELECTRICAL/ELECTRONICS AND COMMUNICATION ENGINEERING ,YES,,,,,,,,,,,
321,321,EC78,ElCirc&Sys,Elec Eng (Electr Circuits&Sys),Electrical Engineering (Electronic Circuits and Systems),FA90,,GR,ECE,MS CPH PHD,"2,2,7",GR,141001,ELECTRICAL/ELECTRONICS AND COMMUNICATION ENGINEERING ,YES,,,,,,,,,,,
,0EE,EC79,ECECompEng,Electr Engin (Computer Engin),Electrical Engineering (Computer Engineering),FA91,,GR,ECE,MS CPH PHD,"2,2,7",GR,140901,"COMPUTER ENGINEERING, GENERAL",YES,,,,,,,,,,,
870,869,EC80,IntSysRobC,"ElecEng (IntelSys,Robotcs&Cont)","Electrical Engineering (Intelligent Systems, Robotics, and Control)",FA91,,GR,ECE,MS CPH PHD,"2,2,7",GR,141001,ELECTRICAL/ELECTRONICS AND COMMUNICATION ENGINEERING ,YES,,,,,,,,,,,
,940,EC81,Photonics,Electr Engin (Photonics),Electrical Engineering (Photonics),FA92,,GR,ECE,MS CPH PHD,"2,2,7",GR,141001,ELECTRICAL/ELECTRONICS AND COMMUNICATION ENGINEERING ,YES,,,,,,,,,,,
,939,EC82,SignlmagPr,Elec Eng (Signal & Image Proc),Electrical Engineering (Signal and Image Processing),FA92,,GR,ECE,MS CPH PHD,"2,2,7",GR,141001,ELECTRICAL/ELECTRONICS AND COMMUNICATION ENGINEERING ,YES,,,,,,,,,,,
,758,EC83,ECE AdvMan,ECE (Advanced Manufacturing),ECE (Advanced Manufacturing),WI95,,GR,ECE,MS,2,GR,143601,MANUFACTURING ENGINEERING ,YES,,,,,,,,,,,
,333,EC84,ECE MENG,Electrical & Computer Engineer,Electrical and Computer Engineering,WI99,WI19,GR,ECE,MENG,2,GR,140999,"COMPUTER ENGINEERING, GENERAL",YES,,YES,,,,,,,,,
,29B,EC85,ELCirc&sys,ElecEng(ElecCirc&Sys)&CogSci,Electrical Engineering (Electronic Circuits and Systems) and Cognitive Science,FA02,,GR,ECE,PHD,7,GR,141001,ELECTRICAL/ELECTRONICS AND COMMUNICATION ENGINEERING ,YES,,,,,,,,,,,
,00O,EC86,ElNanDvSys,ElecEng (Nanoscale Device&Sys),Electrical Engineering (Nanoscale Devices and Systems),FA07,,GR,ECE,MS PHD,"2,7",GR,141001,ELECTRICAL AND ELECTRONICS ENGINEERING,YES,,,,,,,,,,,
,05F,EC87,Eng Sci-JD,EnginSci(ElecCompEng)Jt Doc SDSU,Engineering Sciences (Electrical and Computer Engineering),FA10,,GR,ECE,PHD,7,GR,141301,ENGINEERING SCIENCE,YES,,,,,,,,,,,
,05V,EC88,WirEmbdSys,Wireless Embedded Systems,Wireless Embedded Systems,FA11,,GR,ECE,MAS,2,GR,140902,COMPUTER HARDWARE ENGINEERING,YES,YES,,,,,,,,,,
,05V,EC89,WirEmbdSys,Wireless Embedded Systems,Wireless Embedded Systems,FA12,,GR,ECE,MAS,2,GR,140902,COMPUTER HARDWARE ENGINEERING,YES,YES,,,,,,,,,,
,08K,EC90,MedDev&Sys,Electr Eng(MedDevices&Systems),Electrical Engineering (Medical Devices and Systems),WI14,,GR,ECE,MS PHD,"2,7",GR,140501,BIOENGINEERING AND BIOMEDICAL ENGINEERING,YES,,,,,,,,,,,
,05V,EC91,WirEmbdSys,Wireless Embedded Systems,Wireless Embedded Systems,FA14,,GR,ECE,MAS,2,GR,140902,COMPUTER HARDWARE ENGINEERING,YES,YES,,,,,,,,,,
,0DZ,EC92,Emagnetics,Elec Eng (Applied Electromag) ,Electrical Engineering (Applied Electromagnetics),FA18,,GR,ECE,MS PHD,"2,7",GR,141099,"ELECTRICAL, ELECTRONICS AND COMMUNICATNS ENGINEER, OTH",YES,,,,,,,,,,,
,0E9,EC93,ElecEngMDS,Elec Eng (Mach Lrn & Data Sci),Electrical Engineering (Machine Learning and Data Science),FA18,,GR,ECE,MS PHD,"2,7",GR,141099,"ELECTRICAL, ELECTRONICS AND COMMUNICATNS ENGINEER, OTH",YES,,,,,,,,,,,
,0FD,EC94,EleMDSCog,Elec Eng(MachLrn&DataSc)CogSci,Electrical Engineering (Machine Learning and Data Science) and Cognitive Science,FA19,,GR,ECE,PHD,7,GR,141099,"ELECTRICAL, ELECTRONICS AND COMMUNICATNS ENGINEER, OTH",YES,,,,,,,,,,,
,0FI,EC95,ElecEngMdI,Elec Eng (Medical Imaging),Electrical Engineering (Medical Imaging),FA19,,GR,ECE,MS PHD,"2,7",GR,141099,"ELECTRICAL, ELECTRONICS AND COMMUNICATNS ENGINEER, OTH",YES,,,,,,,,,,,
,08Q,ED25,EduSci,Education Sciences,Education Sciences,FA19,,UN,EDS,BS,4,RE MU TH WA FI SI SN EI,130101,"EDUCATION, GENERAL",,,,,,,,,,,,
,898,ED75,TL-CurDes,Teaching & Learning (Cur Dsgn),Teaching and Learning (Curriculum Design),S106,,GR,EDS,MA,2,GR,130101,"EDUCATION, GENERAL",,,,,,,,,,,,
,0IM,ED76,TL-BiEdASL,Teach&Learn:Biling Ed(ASL-Eng),Teaching and Learning: Bilingual Education (ASL - English),S106,,GR,EDS,MA,2,GR,130101,"EDUCATION, GENERAL",,,,,,,,,,,,
,248,ED77 ,TEP-Cred,Teacher Education Program,Teacher Education Program,S106,,GR,EDS,NOAW,4,GR,130101,"EDUCATION, GENERAL",,,,Graduate EDS students in credential programs (NOAW) will have a class level code  = ND Non-Degree,,,,,,,,
,0IL,ED78,MasterEduc,Master of Education,Master of Education,S106,,GR,EDS,MED,2,GR,130101,"EDUCATION, GENERAL",,,,,,,,,,,,
,898,ED79,TL-DocEduc,Teaching and Learning,Teaching and Learning,S106,,GR,EDS,EDD,7,GR,130101,"EDUCATION, GENERAL",,,YES,,,,,,,,,
,26A,ED80,EL(JtEdD),EducLeadrshp (JtEdD-SDSU&CSUSM),Education Leadership,S106,SP10,GR,EDS,EDD,7,GR,130101,"EDUCATION, GENERAL",,,YES,,,,,,,,,
,03U,ED81,EL(JtEdD),EducLeadership (JtEdDoc CSUSM),Education Leadership,FA07,,GR,EDS,EDD,7,GR,130101,"EDUCATION, GENERAL",,,,,,,,,,,,
,00Z,ED82,Education,Education,Education,FA15,,GR,EDS,MA PHD,"2,7",GR,130101,"EDUCATION, GENERAL",,,,,,,,,,,,
,0FH,ED83,EduCrGndSt,Educationw/ Spec Crit Gndr Stu,Education with a Specialization in Critical Gender Studies,FA19,,GR,EDS,PHD,7,GR,139999,"EDUCATION, OTHER",,,,,,,,,,,,
,0GM,ED84,Edu&CogSci,Education and Cognitive Sci,Education and Cognitive Science,SP20,,GR,EDS,PHD,7,GR,139999,"EDUCATION, OTHER",,,,This major is specially approved for a student and should not be open for other students. ,,,,,,,,
,0II,ED85,EduSSpcCSS,EduStudies w/Spec Comp Soc Sci,Education Studies with a Specialization in Computational Social Science,S122,,GR,EDS,PHD,7,GR,139999,"EDUCATION, OTHER",,,,,,,,,,,,
,227,ED86,EdLeader,Educational Leadership,Educational Leadership,SP26,,GR,EDS,EDD,,GR,130401,EDUCATIONAL LEADERSHIP AND ADMIN,,,,,,,,,,,,
729,HIST,EE01,Pre-EECS,Pre-EECS,,FA82,SU87,UN,EECS,NONE,4,RE MU TH WA,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
,HIST,EE25,ApldElcPh,Applied Electrophysics,,FA66,SU87,UN,EECS,BA,5,RE MU TH WA,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
260,HIST,EE26,APIS,Applied Physics & Info Sci,,FA66,SU87,UN,EECS,BA,5,RE MU TH WA,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
,,EE27,,,,,,,EECS,,,,000000,NOT APPLICABLE AT UCSD,,,,Reserved for Historical Code,,,,,,,,
